"","sample","healthy","nbl","tool","unknown","reference","DMRtool","direction","top","collapse_approach","min_cpgs","min_counts"
"658","20M_mix_Bmap_CLBGA_2-5_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"659","20M_mix_Bmap_CLBGA_2-5_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"660","20M_mix_Bmap_CLBGA_2-5_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"661","20M_mix_Bmap_CLBGA_25_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"662","20M_mix_Bmap_CLBGA_25_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"663","20M_mix_Bmap_CLBGA_25_rep11",0.10189902,0.89810098,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"664","20M_mix_Bmap_CLBGA_25_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"665","20M_mix_Bmap_CLBGA_25_rep13",0.097271372,0.902728628,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"666","20M_mix_Bmap_CLBGA_25_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"667","20M_mix_Bmap_CLBGA_25_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"668","20M_mix_Bmap_CLBGA_25_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"669","20M_mix_Bmap_CLBGA_25_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"670","20M_mix_Bmap_CLBGA_25_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"671","20M_mix_Bmap_CLBGA_25_rep19",0.03978447,0.96021553,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"672","20M_mix_Bmap_CLBGA_25_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"673","20M_mix_Bmap_CLBGA_25_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"674","20M_mix_Bmap_CLBGA_25_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"675","20M_mix_Bmap_CLBGA_25_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"676","20M_mix_Bmap_CLBGA_25_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"677","20M_mix_Bmap_CLBGA_25_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"678","20M_mix_Bmap_CLBGA_25_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"679","20M_mix_Bmap_CLBGA_25_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"680","20M_mix_Bmap_CLBGA_25_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"681","20M_mix_Bmap_CLBGA_25_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"682","20M_mix_Bmap_CLBGA_25_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"683","20M_mix_Bmap_CLBGA_25_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"684","20M_mix_Bmap_CLBGA_25_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"685","20M_mix_Bmap_CLBGA_25_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"686","20M_mix_Bmap_CLBGA_25_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"687","20M_mix_Bmap_CLBGA_25_rep33",0.073809851,0.926190149,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"688","20M_mix_Bmap_CLBGA_25_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"689","20M_mix_Bmap_CLBGA_25_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"690","20M_mix_Bmap_CLBGA_25_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"691","20M_mix_Bmap_CLBGA_25_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"692","20M_mix_Bmap_CLBGA_25_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"693","20M_mix_Bmap_CLBGA_25_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"694","20M_mix_Bmap_CLBGA_25_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"695","20M_mix_Bmap_CLBGA_25_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"696","20M_mix_Bmap_CLBGA_25_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"697","20M_mix_Bmap_CLBGA_25_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"698","20M_mix_Bmap_CLBGA_25_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"699","20M_mix_Bmap_CLBGA_25_rep44",0.052914587,0.947085413,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"700","20M_mix_Bmap_CLBGA_25_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"701","20M_mix_Bmap_CLBGA_25_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"702","20M_mix_Bmap_CLBGA_25_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"703","20M_mix_Bmap_CLBGA_25_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"704","20M_mix_Bmap_CLBGA_25_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"705","20M_mix_Bmap_CLBGA_25_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"706","20M_mix_Bmap_CLBGA_25_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"707","20M_mix_Bmap_CLBGA_25_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"708","20M_mix_Bmap_CLBGA_25_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"709","20M_mix_Bmap_CLBGA_25_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"710","20M_mix_Bmap_CLBGA_25_rep54",0.085279323,0.914720677,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"711","20M_mix_Bmap_CLBGA_25_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"712","20M_mix_Bmap_CLBGA_25_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"713","20M_mix_Bmap_CLBGA_25_rep57",0.035667341,0.964332659,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"714","20M_mix_Bmap_CLBGA_25_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"715","20M_mix_Bmap_CLBGA_25_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"716","20M_mix_Bmap_CLBGA_25_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"717","20M_mix_Bmap_CLBGA_25_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"718","20M_mix_Bmap_CLBGA_25_rep7",0.034888915,0.965111085,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"719","20M_mix_Bmap_CLBGA_25_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"720","20M_mix_Bmap_CLBGA_25_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"721","20M_mix_Bmap_CLBGA_4_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"722","20M_mix_Bmap_CLBGA_4_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"723","20M_mix_Bmap_CLBGA_4_rep11",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"724","20M_mix_Bmap_CLBGA_4_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"725","20M_mix_Bmap_CLBGA_4_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"726","20M_mix_Bmap_CLBGA_4_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"727","20M_mix_Bmap_CLBGA_4_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"728","20M_mix_Bmap_CLBGA_4_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"729","20M_mix_Bmap_CLBGA_4_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"730","20M_mix_Bmap_CLBGA_4_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"731","20M_mix_Bmap_CLBGA_4_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"732","20M_mix_Bmap_CLBGA_4_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"733","20M_mix_Bmap_CLBGA_4_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"734","20M_mix_Bmap_CLBGA_4_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"735","20M_mix_Bmap_CLBGA_4_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"736","20M_mix_Bmap_CLBGA_4_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"737","20M_mix_Bmap_CLBGA_4_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"738","20M_mix_Bmap_CLBGA_4_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"739","20M_mix_Bmap_CLBGA_4_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"740","20M_mix_Bmap_CLBGA_4_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"741","20M_mix_Bmap_CLBGA_4_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"742","20M_mix_Bmap_CLBGA_4_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"743","20M_mix_Bmap_CLBGA_4_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"744","20M_mix_Bmap_CLBGA_4_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"745","20M_mix_Bmap_CLBGA_4_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"746","20M_mix_Bmap_CLBGA_4_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"747","20M_mix_Bmap_CLBGA_4_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"748","20M_mix_Bmap_CLBGA_4_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"749","20M_mix_Bmap_CLBGA_4_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"750","20M_mix_Bmap_CLBGA_4_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"751","20M_mix_Bmap_CLBGA_4_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"752","20M_mix_Bmap_CLBGA_4_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"753","20M_mix_Bmap_CLBGA_4_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"754","20M_mix_Bmap_CLBGA_4_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"755","20M_mix_Bmap_CLBGA_4_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"756","20M_mix_Bmap_CLBGA_4_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"757","20M_mix_Bmap_CLBGA_4_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"758","20M_mix_Bmap_CLBGA_4_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"759","20M_mix_Bmap_CLBGA_4_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"760","20M_mix_Bmap_CLBGA_4_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"761","20M_mix_Bmap_CLBGA_4_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"762","20M_mix_Bmap_CLBGA_4_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"763","20M_mix_Bmap_CLBGA_4_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"764","20M_mix_Bmap_CLBGA_4_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"765","20M_mix_Bmap_CLBGA_4_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"766","20M_mix_Bmap_CLBGA_4_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"767","20M_mix_Bmap_CLBGA_4_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"768","20M_mix_Bmap_CLBGA_4_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"769","20M_mix_Bmap_CLBGA_4_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"770","20M_mix_Bmap_CLBGA_4_rep54",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"771","20M_mix_Bmap_CLBGA_4_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"772","20M_mix_Bmap_CLBGA_4_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"773","20M_mix_Bmap_CLBGA_4_rep57",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"774","20M_mix_Bmap_CLBGA_4_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"775","20M_mix_Bmap_CLBGA_4_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"776","20M_mix_Bmap_CLBGA_4_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"777","20M_mix_Bmap_CLBGA_4_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"778","20M_mix_Bmap_CLBGA_4_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"779","20M_mix_Bmap_CLBGA_4_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"780","20M_mix_Bmap_CLBGA_4_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"781","20M_mix_Bmap_CLBGA_5_rep1",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"782","20M_mix_Bmap_CLBGA_5_rep10",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"783","20M_mix_Bmap_CLBGA_5_rep11",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"784","20M_mix_Bmap_CLBGA_5_rep12",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"785","20M_mix_Bmap_CLBGA_5_rep13",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"786","20M_mix_Bmap_CLBGA_5_rep14",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"787","20M_mix_Bmap_CLBGA_5_rep15",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"788","20M_mix_Bmap_CLBGA_5_rep16",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"789","20M_mix_Bmap_CLBGA_5_rep17",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"790","20M_mix_Bmap_CLBGA_5_rep18",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"791","20M_mix_Bmap_CLBGA_5_rep19",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"792","20M_mix_Bmap_CLBGA_5_rep2",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"793","20M_mix_Bmap_CLBGA_5_rep20",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"794","20M_mix_Bmap_CLBGA_5_rep21",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"795","20M_mix_Bmap_CLBGA_5_rep22",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"796","20M_mix_Bmap_CLBGA_5_rep23",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"797","20M_mix_Bmap_CLBGA_5_rep24",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"798","20M_mix_Bmap_CLBGA_5_rep25",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"799","20M_mix_Bmap_CLBGA_5_rep26",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"800","20M_mix_Bmap_CLBGA_5_rep27",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"801","20M_mix_Bmap_CLBGA_5_rep28",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"802","20M_mix_Bmap_CLBGA_5_rep29",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"803","20M_mix_Bmap_CLBGA_5_rep3",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"804","20M_mix_Bmap_CLBGA_5_rep30",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"805","20M_mix_Bmap_CLBGA_5_rep31",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"806","20M_mix_Bmap_CLBGA_5_rep32",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"807","20M_mix_Bmap_CLBGA_5_rep33",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"808","20M_mix_Bmap_CLBGA_5_rep34",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"809","20M_mix_Bmap_CLBGA_5_rep35",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"810","20M_mix_Bmap_CLBGA_5_rep36",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"811","20M_mix_Bmap_CLBGA_5_rep37",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"812","20M_mix_Bmap_CLBGA_5_rep38",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"813","20M_mix_Bmap_CLBGA_5_rep39",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"814","20M_mix_Bmap_CLBGA_5_rep4",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"815","20M_mix_Bmap_CLBGA_5_rep40",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"816","20M_mix_Bmap_CLBGA_5_rep41",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"817","20M_mix_Bmap_CLBGA_5_rep42",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"818","20M_mix_Bmap_CLBGA_5_rep43",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"819","20M_mix_Bmap_CLBGA_5_rep44",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"820","20M_mix_Bmap_CLBGA_5_rep45",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"821","20M_mix_Bmap_CLBGA_5_rep46",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"822","20M_mix_Bmap_CLBGA_5_rep47",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"823","20M_mix_Bmap_CLBGA_5_rep48",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"824","20M_mix_Bmap_CLBGA_5_rep49",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"825","20M_mix_Bmap_CLBGA_5_rep5",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"826","20M_mix_Bmap_CLBGA_5_rep50",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"827","20M_mix_Bmap_CLBGA_5_rep51",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"828","20M_mix_Bmap_CLBGA_5_rep52",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"829","20M_mix_Bmap_CLBGA_5_rep53",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"830","20M_mix_Bmap_CLBGA_5_rep54",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"831","20M_mix_Bmap_CLBGA_5_rep55",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"832","20M_mix_Bmap_CLBGA_5_rep56",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"833","20M_mix_Bmap_CLBGA_5_rep57",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"834","20M_mix_Bmap_CLBGA_5_rep58",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"835","20M_mix_Bmap_CLBGA_5_rep59",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"836","20M_mix_Bmap_CLBGA_5_rep6",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"837","20M_mix_Bmap_CLBGA_5_rep60",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"838","20M_mix_Bmap_CLBGA_5_rep7",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"839","20M_mix_Bmap_CLBGA_5_rep8",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"840","20M_mix_Bmap_CLBGA_5_rep9",0,1,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
"841","20M_mix_Bmap_CLBGA_50_rep1",0.113219689,0.886780311,"CIBERSORT",NA,"reference_11healthy_9nbl","DMRfinder","both",250,"mean",3,10
